Laptop,Status,Brand,Model,CPU,RAM,Storage,GPU,Screen,Touch,Final Price
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/256GB SSD/13.3"" Gris Espacial Refurbished",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,,13.3,No,926.65
"Microsoft Surface Go 3 Intel Core i3-10100Y/8GB/128 GB SSD/10.5"" Táctil Platino",New,Microsoft,Surface Go,Intel Core i3,8,128,,10.5,Yes,808
"Acer Nitro 5 AN517-55-78S2 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/17.3""",New,Acer,Nitro,Intel Core i7,16,512,RTX 3050,17.3,No,1539
"AppleMacBook 12""IPS Panel Retina Display 2304x1440",New,Apple,"MacBook 12""",,8GB,512GB Flash Storage,INTEL,12,No,1368.53
"Microsoft Surface Pro 8 Intel Evo Core i7-1185G7/16GB/256 GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Evo Core i7,16,256,,13,Yes,1467.58
"Vant Edge Intel Core i7-10510U/16GB/500GB SSD/14"" Gris",New,Vant,Edge,Intel Core i7,16,500,,14,No,1123
MSIPL60 7RDIPS Panel Full HD 1920x1080,New,MSI,PL60 7RD,Intel Core i7,8GB,1TB HDD,OTHER,15.6,No,897.73
"HP 15S-FQ4100NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,,15.6,No,595.9
DellLatitude 5580Full HD 1920x1080,New,Dell,Latitude 5580,Intel Core i5,16GB,512GB SSD,INTEL,15.6,No,1526.5262000000002
"MSI Stealth GS66 12UH-019ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,RTX 3080,15.6,No,3199
"Gigabyte G5 KF-E3ES313SD Intel Core i5-12500H/16GB/512GB SSD/RTX 4060/15.6""",New,Gigabyte,G5,Intel Core i5,16,512,RTX 4060,15.6,No,1109
"ASUS VivoBook 13 Slate OLED T3300KA-LQ069W Intel Pentium Silver N6000/8 GB/128GB SSD/13.3"" Táctil",New,Asus,VivoBook,Intel Pentium,8,128,,13.3,Yes,749.99
HPZBook 17Full HD 1920x1080,New,HP,ZBook 17,Intel Core i7,8GB,500GB HDD,OTHER,17.3,No,2041.5493
"Apple MacBook Pro Intel Core i7 2.6GHz/16GB/256GB SSD/Radeon Pro 555X/15.4"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i7,16,256,,15.4,No,1118.25
"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 2060,17.3,No,1073.34
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 5 5625U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkPad,AMD Ryzen 5,16,512,INTEL,15.6,No,1061
"MSI Prestige 15 A10SC-293XES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,GTX 1650,15.6,No,1014.54
DellInspiron 5370IPS Panel Full HD 1920x1080,New,Dell,Inspiron 5370,Intel Core i7,8GB,256GB SSD,AMD,13.3,No,1021.85
LenovoIdeaPad 320-17IKBRFull HD 1920x1080,New,Lenovo,IdeaPad 320-17IKBR,Intel Core i7,8GB,2TB HDD,OTHER,17.3,No,908.43
DellInspiron 5570Full HD 1920x1080,New,Dell,Inspiron 5570,Intel Core i7,8GB,128GB SSD +  2TB HDD,AMD,15.6,No,1053.95
"ASUS TUF Dash F15 FX517ZR-HN081 Intel Core i7-12650H/32GB/1TB SSD/RTX 3070/15.6""",New,Asus,TUF,Intel Core i7,32,1000,RTX 3070,15.6,No,1889
"Asus VivoBook S433EA-AM423T Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Asus,VivoBook,Intel Core i5,8,512,INTEL,14,No,699
"HP Victus 16-e0101ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/16.1""",New,HP,Victus,AMD Ryzen 7,16,512,RTX 3060,16.1,No,1299.01
"ASUS Vivobook Go E1504FA-BQ204W AMD Ryzen 5 7520U/8GB/512GB SSD/Radeon 610M/15.6""",New,Asus,VivoBook,AMD Ryzen 5,8,512,610 M,15.6,No,509.99
"ASUS Chromebook CX1400CNA-EK0225 Intel Celeron N3350/8GB/32GB eMMC/14""",New,Asus,Chromebook,Intel Celeron,8,32,,14,No,349
AsusVivoBook S15Full HD 1920x1080,New,Asus,VivoBook S15,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,1123.3930000000005
LenovoIdeaPad Y910-17ISKIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad Y910-17ISK,Intel Core i7,32GB,256GB SSD +  1TB HDD,OTHER,17.3,No,2849.4100000000003
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,AMD Ryzen 7,16,512,,14,No,1439.26
Dell Laptop,New,Dell,Notebook,Intel Core i7,8,256,AMD,15.6,No,975
"Apple Macbook Pro Intel Core i9/32GB/2TB SSD/Radeon Pro 5500M/Layout USA/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i9,32,2000,Radeon Pro 5500M,16,No,2711.4
"ASUS ROG Strix G15 G513RC-HN180 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,RTX 3050,15.6,No,909.99
"LG Gram 17 16Z90P Intel Core i7-1165G7/16GB/512GB SSD/17""",New,LG,Gram,Intel Core i7,16,512,,17,No,1859.01
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",Refurbished,HP,Victus,Intel Core i5,16,512,GTX 1650,16.1,No,624.78
"Lenovo ThinkBook 15 G4 ABA AMD Ryzen 5 5625U/8GB/256GB SSD/15.6""",New,Lenovo,ThinkBook,AMD Ryzen 5,8,256,,15.6,No,846.67
"Acer Predator Triton 500 SE PT516-51s-74PZ Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,Acer,Predator,Intel Core i7,32,1000,RTX 3060,16,No,1751.09
DellXPS 13Quad HD+ / Touchscreen 3200x1800,New,Dell,XPS 13,Intel Core i5,8GB,256GB SSD,INTEL,13.3,Yes,1175.93
LenovoYoga 11eIPS Panel 1366x768,New,Lenovo,Yoga 11e,Intel Celeron,4GB,128GB SSD,INTEL,11.6,No,591.71
"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/16.2"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,,16.2,No,2979
AsusROG ZephyrusFull HD 1920x1080,New,Asus,ROG Zephyrus,Intel Core i7,24GB,512GB SSD,OTHER,15.6,No,3175.76
"Apple MacBook Intel Core i5/512GB/12"" Gris Espacial",Refurbished,Apple,Macbook,Intel Core i5,8,512,,12,No,684.65
ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,8,512,RTX 3060,15.6,No,1122.26
"Gigabyte AORUS 15G KB-7ES1130MD Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,RTX 2060,15.6,No,808.49
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core i5-1135G7/8GB/256GB SSD/13.3"" Táctil",New,Lenovo,ThinkPad,Intel Core i5,8,256,,13.3,Yes,939.67
LenovoV110-15ISK (i5-6200U/4GB/500GB/W10)1366x768,New,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Intel Core i5,4GB,500GB HDD,INTEL,15.6,No,577.8000000000001
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,IdeaPad,Intel Core i5,16,512,,15.6,No,860.99
"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",Refurbished,Lenovo,V14,Intel Core i5,8,256,,14,No,675.95
"Lenovo V15 G2 ALC AMD Ryzen 7-5700U/8GB/256GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 7,8,256,,15.6,No,628.99
"ASUS ExpertBook B1 B1502CBA-EJ0469X Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,256,INTEL,15.6,No,989
"Asus ROG Zephyrus S17 GX703HS-KF015T Intel Core i9-11900H/32GB/3TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,Intel Core i9,32,3000,RTX 3080,17.3,No,3499.01
"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,INTEL,13.3,No,765.33
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/32GB/512GB SSD/16.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,32,512,,16.2,No,3279
DellXPS 13Quad HD+ / Touchscreen 3200x1800,New,Dell,XPS 13,Intel Core i7,16GB,1TB SSD,INTEL,13.3,Yes,2411.78
"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB SSD/14"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,256,,14,No,540
"Asus Rog Strix G15 G513QR-HF010T AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,RTX 3070,15.6,No,1499
"MSI GE75 Raider 9SG-1203XES Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 2080,17.3,No,1717.18
"HP ZBook Firefly 14 G9 Intel Core i7-1265U/16GB/512GB SSD/Quadro T500/14""",New,HP,Zbook,Intel Core i7,16,512,T 500,14,No,1800.03
"ASUS VivoBook F1500EA-BQ2361W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,,15.6,No,396
DellXPS 13Quad HD+ / Touchscreen 3200x1800,New,Dell,XPS 13,Intel Core i5,8GB,256GB SSD,INTEL,13.3,Yes,1939.91
"MSI Raider GE76 Deluxe Edition 12UGS-279ES Intel Core i9-12900HK/64GB/2TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,RTX 3070,17.3,No,3799
"MSI Prestige 16 A12UD-220ES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16""",New,MSI,Prestige,Intel Core i7,16,1000,RTX 3050,16,No,1889
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,,14,No,767.75
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,,13.3,No,1044.74
"MSI Katana GF76 12UGS-448XES Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/17.3""",New,MSI,Katana,Intel Core i7,16,512,RTX 3070,17.3,No,2303.34
"Apple MacBook Pro Apple M1/16GB/1TB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1,16,1000,,13.3,No,1999
HPOmen 17-an012dxIPS Panel Full HD 1920x1080,New,HP,Omen 17-an012dx,Intel Core i7,12GB,1TB HDD,AMD,17.3,No,1871.43
"Dell Latitude 5510 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,Dell,Latitude,Intel Core i5,8,256,,15.6,No,999
DellLatitude E54701366x768,New,Dell,Latitude E5470,Intel Core i3,8GB,128GB SSD,INTEL,14,No,791.8000000000001
"Gigabyte AORUS 15P KC-8ES2130SH Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,RTX 3060,15.6,No,1043.24
"Acer Aspire 3 A315-56-57QZ Intel Core i5-1035G1/12GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i5,12,512,INTEL,15.6,No,373.49
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",Refurbished,LG,15U70N,Intel Core i7,16,512,GTX 1050,15.6,No,704.24
HPProBook 6401366x768,New,HP,ProBook 640,Intel Core i5,4GB,500GB HDD,INTEL,14,No,1134.2
"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Evo Core i7,16,512,,14,No,2204.98
AcerAspire 31366x768,New,Acer,Aspire 3,Intel Celeron,4GB,500GB HDD,INTEL,15.6,No,356.31
LenovoIdeaPad 720S-13IKBIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad 720S-13IKB,Intel Core i5,8GB,256GB SSD,INTEL,13.3,No,1068.93
"Apple MacBook Air i5/4GB/128GB/13.3""",Refurbished,Apple,MacBook Air,Intel Core i5,4,128,INTEL,13.3,No,299
Lenovo Legion 5 15ACH6H-289 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3060/15.6'' (PT),New,Lenovo,Legion,AMD Ryzen 5,8,512,RTX 3060,15.6,No,1252.5
"MSI Titan GT77 12UHS-021ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3080Ti/17.3"" + Bundle Gaming",Refurbished,MSI,Titan,Intel Core i9,64,2000,RTX 3080,17.3,No,4999
"HP OMEN 16-b1025ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/16.1""",New,HP,Omen,Intel Core i7,32,1000,RTX 3070,16.1,No,1999
"ASUS E510MA-EJ972 Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,,15.6,No,285
Lenovo Laptop,New,Lenovo,Notebook,Intel Core i5,8,256,INTEL,14,No,2096
Toshiba Laptop,New,Toshiba,Notebook,Intel Core i5,8,256,INTEL,13,No,1236
"MSI Modern 15 A10M-628XES Intel Core i5-10210U/16GB/512GB SSD/15.6""",Refurbished,MSI,Modern,Intel Core i5,16,512,,15.6,No,631.18
"MSI Modern 14 B11SB-420XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,32,1000,MX 450,14,No,997.74
AsusVivoBook MaxFull HD 1920x1080,New,Asus,VivoBook Max,Intel Core i5,4GB,1TB HDD,OTHER,15.6,No,555.33
AcerAspire E5-576GFull HD 1920x1080,New,Acer,Aspire E5-576G,Intel Core i7,8GB,1TB HDD,OTHER,15.6,No,793.94
"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",Refurbished,MSI,Modern,AMD Ryzen 5,8,512,INTEL,15.6,No,444.19
AsusZenBook ProFull HD 1920x1080,New,Asus,ZenBook Pro,Intel Core i7,16GB,512GB SSD,OTHER,15.6,No,2121.81
ToshibaTecra A40-C-1DFFull HD 1920x1080,New,Toshiba,Tecra A40-C-1DF,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1262.6
AppleMacBook Air1366x768,New,Apple,MacBook Air,Intel Core i5,4GB,256GB Flash Storage,INTEL,11.6,No,1026.13
"MSI Stealth 15M A11SEK-055XES Intel Core i7-1185G7/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,1000,RTX 2060,15.6,No,921.04
AcerAspire E5-576GFull HD 1920x1080,New,Acer,Aspire E5-576G,Intel Core i5,4GB,256GB SSD,OTHER,15.6,No,739.37
"Lenovo ThinkBook 14s Yoga Intel Core i5-1135G7/8GB/256GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkBook,Intel Core i5,8,256,INTEL,14,Yes,794.99
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",New,Dell,Latitude,Intel Core i7,8,512,,13.3,No,1259.59
"ASUS ROG Flow Z13 2022 GZ301ZE-LD183W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Refurbished,Asus,ROG,Intel Core i9,16,1000,RTX 3050,13.4,Yes,1899
"MSI Summit E15 A11SCST-448ES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650 Ti/15.6"" Táctil",Refurbished,MSI,Summit,Intel Core i7,32,1000,GTX 1650,15.6,Yes,1320.09
LenovoIdeaPad 310-15IKBFull HD 1920x1080,New,Lenovo,IdeaPad 310-15IKB,Intel Core i7,6GB,256GB SSD,OTHER,15.6,No,889.1700000000001
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,INTEL,15.6,No,789.84
Dell Laptop,New,Dell,Notebook,Intel Core i7,16,256,NVDIA,15.6,No,1953
"HP 15S-EQ2127NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Refurbished,HP,15S,AMD Ryzen 3,8,256,,15.6,No,449
"ASUS F515EA-EJ1858W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i7,8,512,,15.6,No,839
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",Refurbished,HP,Zbook,Intel Core i9,32,1000,,15.6,No,4805.65
DellInspiron 5368Full HD / Touchscreen 1920x1080,New,Dell,Inspiron 5368,Intel Core i7,8GB,256GB SSD,INTEL,13.3,Yes,853.8707
MSIGT72S DominatorIPS Panel Full HD 1920x1080,New,MSI,GT72S Dominator,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,17.3,No,1653.8348000000003
AcerAspire E5-576GFull HD 1920x1080,New,Acer,Aspire E5-576G,Intel Core i5,4GB,1TB HDD,OTHER,15.6,No,659.12
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Gris Espacial",New,Apple,MacBook Air,Apple M2,8,256,,13.6,No,1519
"ASUS ZenBook 14 OLED UX3402ZA-KM214 Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Core i5,16,512,,14,No,959.91
"MSI Vector GP66 12UGS-249ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Vector,Intel Core i7,32,1000,RTX 3070,15.6,No,2499
DellXPS 13Quad HD+ / Touchscreen 3200x1800,New,Dell,XPS 13,Intel Core i7,16GB,512GB SSD,INTEL,13.3,Yes,2031.93
"MSI Modern 14 B11MOU-1060XES Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i5,16,512,,14,No,799
Toshiba Laptop,New,Toshiba,Notebook,Intel Core i7,8,256,INTEL,15,No,1763
DellInspiron 35671366x768,New,Dell,Inspiron 3567,Intel Core i5,4GB,500GB HDD,AMD,15.6,No,640.9300000000001
DellVostro 35681366x768,New,Dell,Vostro 3568,Intel Core i3,8GB,256GB SSD,INTEL,15.6,No,711.5500000000001
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",Refurbished,HP,Omen,AMD Ryzen 7,16,512,RTX 3050,16.1,No,829.33
"Asus TUF Gaming A17 FA706QM-HX001 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,TUF,AMD Ryzen 7,16,1000,RTX 3060,17.3,No,1270.23
HP250 G6Full HD 1920x1080,New,HP,250 G6,Intel Core i7,8GB,256GB SSD,INTEL,15.6,No,804.6400000000001
HPProbook 4401366x768,New,HP,Probook 440,Intel Core i3,4GB,500GB HDD,INTEL,14,No,731.88
"MSI Modern 15 A11SBU-620XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,32,1000,MX 450,15.6,No,1123.29
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,,14,Yes,899
"MSI Creator Z16 HX Studio B13VFTO-045ES Intel Core i9-13950HX/32 GB/1TB SSD/RTX 4060/16"" Táctil",New,MSI,Creator,Intel Core i9,32,1000,RTX 4060,16,Yes,2899
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,RTX 2060,17.3,No,937.48
"ASUS Chromebook CX1700CKA-BX0079 Intel Celeron N4500/8GB/64GB eMMC/17.3""",New,Asus,Chromebook,Intel Celeron,8,64,,17.3,No,429
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/32 GB/1TB SSD/RTX 3070/16""",New,Lenovo,Legion,Intel Core i7,32,1000,RTX 3070,16,No,2417
DellLatitude 5480Full HD 1920x1080,New,Dell,Latitude 5480,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1369.3111
MediacomSmartBook 141Full HD 1920x1080,New,Mediacom,SmartBook 141,,4GB,32GB SSD,INTEL,14,No,266.43
"HP 15S-FQ4107NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,,15.6,No,552
"HP EliteBook 640 G9 Intel Core i7-1255U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,INTEL,14,No,1255.73
DellLatitude 7480Full HD 1920x1080,New,Dell,Latitude 7480,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1753.73
MediacomSmartBook 141Full HD 1920x1080,New,Mediacom,SmartBook 141,,4GB,32GB SSD,INTEL,14,No,266.43
HP250 G6Full HD 1920x1080,New,HP,250 G6,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,640.9193
"ASUS Zenbook UM425QA AMD Ryzen 7 5800H 16GB/1TB SSD/14""(PT)",New,Asus,ZenBook,AMD Ryzen 7,16,1000,,14,No,1377.62
DellVostro 5370Full HD 1920x1080,New,Dell,Vostro 5370,Intel Core i5,8GB,256GB SSD,INTEL,13.3,No,1015.43
"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,,14,No,847.12
"Dell Vostro 3510 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,,15.6,No,690.15
Lenovo Laptop,New,Lenovo,Notebook,Intel Core i5,6,256,INTEL,15.6,No,735
AsusVivoBook ProFull HD 1920x1080,New,Asus,VivoBook Pro,Intel Core i7,8GB,128GB SSD +  1TB HDD,OTHER,17.3,No,1225.15
ASUS Laptop M515DA AMD Ryzen 5 3500U/12GB/512GB SSD/15.6'' (PT),New,Asus,M515,AMD Ryzen 5,12,512,,15.6,No,707.51
"HP ZBook Fury 16 G9 Intel Core i7-12800HX/16GB/512GB SSD/RTX A2000/16""",Refurbished,HP,Zbook,Intel Core i7,16,512,RTX A2000,16,No,3697.02
"Asus VivoBook S433EQ-EB048T Intel Core i7-1165G7/16GB/512GB SSD/MX350/14""",Refurbished,Asus,VivoBook,Intel Core i7,16,512,,14,No,999
"ASUS TUF Gaming F15 FX507ZU4-LP003 Intel Core i7-12700H/16GB/1TB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,1000,RTX 4050,15.6,No,2049
"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/14"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,16,500,INTEL,14,No,629.01
DellInspiron 3567Full HD 1920x1080,New,Dell,Inspiron 3567,Intel Core i5,4GB,256GB SSD,AMD,15.6,No,683.73
AppleMacBook ProIPS Panel Retina Display 2880x1800,New,Apple,MacBook Pro,Intel Core i7,16GB,256GB Flash Storage,INTEL,15.4,No,2289.7679
"HP EliteBook 650 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i7,16,512,INTEL,15.6,No,1654.05
LGGram 15Z970IPS Panel Full HD / Touchscreen 1920x1080,New,LG,Gram 15Z970,Intel Core i7,16GB,512GB SSD,INTEL,15.6,Yes,2245.9300000000003
"HP ProBook 440 G6 Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,HP,ProBook,Intel Core i5,8,256,,14,No,550.01
"MSI Pulse GL76 12UEK-827XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",New,MSI,Pulse,Intel Core i9,32,1000,RTX 3060,17.3,No,1599
"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,RTX 3050,15.6,No,916.94
DellInspiron 5567Full HD 1920x1080,New,Dell,Inspiron 5567,Intel Core i5,8GB,256GB SSD,AMD,15.6,No,951.23
"ASUS ExpertBook B7 Flip B7402FBA-L90012X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,,14,Yes,2409.49
"HP EliteBook x360 1030 G8 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,HP,EliteBook,Intel Core i5,16,512,,13.3,Yes,1999
"Lenovo V15 G2 ITL Intel Core i7-1165G7/8 GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,8,512,INTEL,15.6,No,661.77
HP250 G41366x768,New,HP,250 G4,Intel Core i5,4GB,500GB HDD,INTEL,15.6,No,510.37930000000006
AsusFX550IK-DM018T (FX-9830P/8GB/1TB/RadeonFull HD 1920x1080,New,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,AMD FX,8GB,1TB HDD,AMD,15.6,No,747.9300000000001
"Lenovo IdeaPad Flex 5 13ITL6 Chromebook 13ITL6 Intel Core i3-1115G4/8GB/256GB SSD/13.3"" Táctil",New,Lenovo,IdeaPad,Intel Core i3,8,256,,13.3,Yes,699
"MSI Katana GF66 11UG-072XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3070/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,512,RTX 3070,15.6,No,1071.44
AsusRog StrixFull HD 1920x1080,New,Asus,Rog Strix,AMD Ryzen,8GB,256GB SSD +  1TB HDD,AMD,17.3,No,1389.93
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1235U/8GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,INTEL,13.5,Yes,1419
DellInspiron 35671366x768,New,Dell,Inspiron 3567,Intel Core i3,8GB,1TB HDD,INTEL,15.6,No,491.13000000000005
"Microsoft Surface Go 3 Intel Core i3-10100Y/8GB/128GB SSD/10.5"" Táctil Platino",New,Microsoft,Surface Go,Intel Core i3,8,128,,10.5,Yes,864
"Acer Aspire 3 A315-56-57QZ Intel Core i5-1035G1/12GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i5,12,512,,15.6,No,373.49
"ASUS F1500EA-EJ3528 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,,15.6,No,398.22
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/15.6"" Gris",New,Lenovo,ThinkBook,Intel Core i5,8,256,,15.6,No,879
Lenovo IdeaPad Gaming 3 15ACH06 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX 3050/15.6'' (PT),New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,RTX 3050,15.6,No,996.21
"ASUS ROG Flow X16 GV601RM-M6074W AMD Ryzen 9 6900HS/16GB/1TB SSD/RTX 3060/16"" Táctil",New,Asus,ROG,AMD Ryzen 9,16,1000,RTX 3060,16,Yes,2773.31
